"NAVN","REGISTERENHETID","LAT","LON"
"BJØRN BYGG AS",4098177,69.6336939497251,18.9612304734389
"BJØRN BYGG AS",4098178,69.6336873266036,18.9611260666433
"BJØRN BYGG AS",4098179,69.6336980150049,18.9610506794237
"BJØRN BYGG AS",4098180,69.6326482982296,18.9617835553848
"BJØRN BYGG AS",4098181,69.6327212622962,18.9621324510073
"BJØRN BYGG AS",4098182,69.6326173937662,18.9619583375055
"BJØRN BYGG AS",4098183,69.6327593704588,18.9620363870392
"BJØRN BYGG AS",4098184,69.6324500872325,18.9614113187303
"BJØRN BYGG AS",4098185,69.6325403635229,18.9617892283347
"BJØRN BYGG AS",4098186,69.632419183143,18.9615860997802
"BJØRN BYGG AS",4098187,69.6325712678167,18.9616144465941
"BJØRN BYGG AS",4098188,69.6322491041924,18.9623539588614
"BJØRN BYGG AS",4098189,69.6322491041924,18.9623539588614
"BJØRN BYGG AS",4098190,69.6322491041924,18.9623539588614
"BJØRN BYGG AS",4098191,69.6322491041924,18.9623539588614
"BJØRN BYGG AS",4098192,69.6322491041924,18.9623539588614
"BJØRN BYGG AS",4098193,69.6322491041924,18.9623539588614
"BJØRN BYGG AS",4098194,69.6325001766665,18.9627721649957
"BJØRN BYGG AS",4098195,69.6325001766665,18.9627721649957
"BJØRN BYGG AS",4098196,69.6325001766665,18.9627721649957
"BJØRN BYGG AS",4098197,69.6325001766665,18.9627721649957
"BJØRN BYGG AS",4098198,69.6325001766665,18.9627721649957
"BJØRN BYGG AS",4098199,69.6325001766665,18.9627721649957
"BJØRN BYGG AS",4098200,69.6314535007345,18.9626157147445
"BJØRN BYGG AS",4098201,69.6314535007345,18.9626157147445
"BJØRN BYGG AS",4098202,69.6314535007345,18.9626157147445
"BJØRN BYGG AS",4098203,69.6314535007345,18.9626157147445
"BJØRN BYGG AS",4098204,69.6314535007345,18.9626157147445
"BJØRN BYGG AS",4098205,69.6314535007345,18.9626157147445
"BJØRN BYGG AS",4098206,69.6316674517075,18.9630863055317
"BJØRN BYGG AS",4098207,69.6316674517075,18.9630863055317
